SOH,SOH,SOH
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.864119616,0.837152373,0.82899779
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
0.758074424,0.762183106,0.753846674
