SOH,SOH
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.034212861,0.372965148
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
0.344784951,0.831160858
